Data supplied by UK-AIR on 31/3/2023
All Data GMT hour ending  NB:  Upto 18/05/2022 PM10 were measured with a BAM 1020 heated, from 18/05/2022 PM10 were measured with a FIDAS 
Rows begining ## are Provisional
London Bloomsbury PM<sub>2.5</sub> particulate matter (Hourly measured) ug/m-3
   Date   , 01:00, 02:00, 03:00, 04:00, 05:00, 06:00, 07:00, 08:00, 09:00, 10:00, 11:00, 12:00, 13:00, 14:00, 15:00, 16:00, 17:00, 18:00, 19:00, 20:00, 21:00, 22:00, 23:00, 24:00
09-06-2022, 7.925, 8.208, 8.939, 9.175, 9.269, 9.293, 8.939, 8.373, 7.170, 6.415, 6.769, 7.028, 6.651, 5.472, 5.071, 6.816, 6.863, 6.958, 5.354, 5.542, 5.495, 4.575, 4.175, 4.505
10-06-2022, 4.528, 3.679, 4.175, 5.094, 6.509, 7.948, 9.127, 8.986, 8.939, 8.585, 8.561, 9.764,10.731,10.071, 9.788, 8.373, 7.925, 7.665, 7.524, 9.293,10.283,10.259,10.094,10.330
11-06-2022, 9.906, 9.670, 9.434, 9.528, 9.434, 8.962, 8.160, 7.571, 7.264, 6.863, 6.722, 6.203, 5.330, 5.425, 5.802, 6.651, 7.359, 7.052, 7.382, 6.769, 4.552, 5.660, 5.377, 5.495
12-06-2022, 5.684, 6.250, 7.146, 7.618, 7.288, 7.146, 7.170, 7.783, 7.642, 7.146, 6.085, 5.684, 6.156, 6.580, 5.873, 5.401, 5.566, 6.321, 6.863, 5.755, 4.976, 4.033, 4.481, 4.811
13-06-2022, 4.882, 4.646, 4.198, 4.434, 4.269, 4.104, 4.245, 4.104, 3.231, 2.877, 3.420, 3.939, 4.599, 4.481, 4.976, 5.448, 5.684, 5.802, 5.896, 6.179, 6.415, 5.991, 5.472, 4.693
14-06-2022, 4.552, 4.599, 4.859, 5.118, 5.425, 5.896, 6.934, 5.590, 4.245, 4.222, 4.906, 5.212, 5.542, 5.118, 5.118, 4.953, 5.259, 5.873, 6.415, 6.462, 7.854, 5.425, 6.486, 7.099
15-06-2022, 7.736, 8.420,10.873,12.193,13.561,13.797,13.750,13.160,11.321, 8.420, 7.689, 7.123, 6.958, 6.226, 6.415, 6.179, 7.830, 9.340, 8.750,10.165,10.118, 9.646, 9.434, 9.859
16-06-2022,11.297,12.382,14.835,11.910,12.217,13.774,15.590,15.991,15.142, 9.741, 6.274, 6.722, 6.557, 5.354, 6.250, 6.274, 8.137, 6.745, 7.736, 8.726, 8.160, 8.420, 7.759, 7.476
17-06-2022, 7.123, 7.854, 8.797, 8.042, 7.146, 6.675, 7.877, 9.198, 8.797, 8.373, 8.538, 9.623,10.472,10.448,12.382,12.453,12.453,14.717,14.340,13.915,13.420,12.335,12.759,13.726
18-06-2022,14.387,14.741,13.443,13.962,12.547, 9.599, 8.561, 5.826, 6.344, 6.533, 6.392, 8.160, 8.302, 7.382, 7.500, 7.689, 8.302, 7.123, 5.613, 7.359, 6.816, 6.509, 6.486, 4.882
19-06-2022, 3.231, 3.656, 4.575, 5.307, 5.660, 5.967, 6.132, 6.061, 5.755, 4.670, 4.882, 4.693, 5.495, 5.637, 5.637, 5.047, 5.118, 4.811, 5.047, 4.552, 5.071, 5.212, 4.788, 4.104
20-06-2022, 4.410, 4.505, 4.104, 4.057, 3.962, 4.222, 4.245, 4.575, 4.693, 5.118, 4.835, 6.038, 6.604, 6.580, 6.203, 6.156, 6.486, 6.509, 8.349, 9.434, 9.528, 8.585, 8.373, 8.349
21-06-2022, 7.972, 8.703, 7.736, 6.415, 6.392, 7.547, 8.892, 8.349, 7.429, 6.722, 7.807, 7.170, 5.778, 6.109, 4.906, 4.670, 4.811, 5.071, 4.575, 4.788, 8.113, 7.146, 7.170,10.283
22-06-2022,10.873,11.722,12.099,12.712,12.359,17.453,12.854, 8.939, 6.745, 4.976, 5.637, 6.156, 6.250, 5.212, 4.976, 5.991, 5.967, 5.472, 5.118, 4.882, 3.939, 3.892, 4.882, 4.835
23-06-2022, 5.472, 5.731, 6.156, 7.028, 9.316,10.000,10.991,12.406,14.127,14.764,14.410,13.726,11.061,14.222,17.901,16.533,15.802,15.118,13.915,11.368,12.759, 9.127, 8.255, 7.453
24-06-2022, 7.901,13.491,13.939,15.094,14.410,14.269,13.113,10.472, 6.792, 5.212, 5.118, 5.637, 5.778, 5.967, 6.061, 6.675, 6.321, 5.118, 5.448, 6.061, 5.896, 5.708, 4.811, 3.703
25-06-2022, 4.788, 4.882, 4.835, 5.142, 5.590, 5.896, 6.910, 7.005, 6.769, 6.109, 5.708, 6.179, 5.943, 5.943, 5.849, 5.873, 6.250, 6.250, 5.991, 5.849, 6.368, 5.542, 5.448, 4.693
26-06-2022, 4.316, 4.009, 3.797, 3.703, 3.443, 3.231, 3.561, 4.104, 3.821, 3.962, 3.892, 4.292, 4.104, 4.292, 4.410, 4.198, 3.726, 3.986, 4.033, 4.505, 4.646, 4.623, 4.835, 4.575
27-06-2022, 4.481, 4.222, 4.151, 4.151, 4.198, 5.118, 4.410, 4.717, 4.458, 4.741, 4.623, 2.783, 2.807, 2.759, 2.854, 2.429, 2.995, 3.632, 4.222, 4.764, 5.542, 5.259, 5.566, 5.448
28-06-2022, 5.354, 5.259, 5.000, 5.024, 5.142, 5.189, 5.873, 4.953, 5.000, 4.717, 4.528, 4.528, 4.458, 3.679, 3.420, 3.491, 3.750, 4.175, 4.646, 4.811, 4.646, 4.080, 4.175, 4.127
29-06-2022, 4.198, 4.127, 3.915, 3.514, 3.325, 3.679, 3.774, 3.939, 4.009, 3.208, 3.255, 4.835, 5.094, 5.212, 5.472, 5.731, 5.519, 6.038, 5.991, 6.792, 6.486, 5.920, 5.212, 5.071
30-06-2022, 5.236, 5.259, 5.142, 3.821, 3.491, 3.491, 4.033, 4.481, 4.316, 3.986, 3.160, 3.561, 4.434, 4.057, 4.505, 3.986, 3.797, 3.302, 3.750, 2.618, 3.868, 3.113, 2.807, 2.736
01-07-2022, 2.877, 3.585, 3.514, 3.373, 3.443, 3.467, 3.939, 4.811, 3.797, 3.561, 3.962, 3.962, 3.939, 3.915, 4.175, 4.788, 6.627, 6.274, 3.585, 3.302, 3.915, 3.844, 3.844, 4.057
02-07-2022, 4.387, 4.363, 4.481, 4.198, 4.104, 3.302, 3.396, 2.901, 2.665, 2.429, 2.476, 2.807, 3.231, 3.679, 3.467, 3.585, 3.632, 4.269, 4.835, 3.868, 2.123, 2.099, 2.028, 2.241
03-07-2022, 2.146, 2.500, 2.689, 2.901, 3.019, 3.042, 3.113, 3.514, 3.609, 2.807, 2.783, 2.948, 2.830, 2.500, 3.066, 2.712, 2.500, 3.302, 3.090, 3.349, 3.042, 3.066, 3.160, 2.783
04-07-2022, 2.759, 2.877, 3.208, 2.807, 3.042, 2.712, 2.759, 3.042, 2.099, 2.476, 2.854, 3.113, 3.443, 3.750, 5.142, 5.259, 4.906, 4.906, 3.514, 2.665, 2.571, 2.972, 2.925, 2.759
05-07-2022, 2.241, 2.359, 2.571, 2.642, 2.642, 2.877, 3.113, 3.585, 3.396, 3.632, 3.726, 4.387, 3.042, 2.594, 2.877, 2.783, 3.325, 3.349, 3.538, 3.962, 3.679, 3.325, 2.665, 2.689
06-07-2022, 2.901, 3.561, 3.939, 4.292, 4.316, 4.245, 4.859, 4.717, 3.491, 2.830, 2.807, 2.665, 2.594, 2.500, 2.500, 2.241, 2.123, 2.217, 2.500, 2.689, 2.406, 1.840, 1.627, 1.792
07-07-2022, 1.816, 2.005, 2.288, 2.524, 2.571, 2.547, 2.854, 3.113, 3.750, 4.009, 3.137, 3.632, 3.962, 4.292, 3.703, 3.821, 4.127, 3.915, 4.505, 4.363, 4.741, 5.778, 6.226, 8.679
08-07-2022, 9.458, 9.293, 8.373, 9.340, 9.882, 8.302, 7.311, 7.311, 8.019, 8.656, 6.887, 5.000, 3.986, 3.656, 3.208, 2.877, 3.986, 4.387, 6.226, 5.495, 5.566, 6.604, 4.859, 3.844
09-07-2022, 3.585, 2.712, 2.241, 2.547, 2.948, 3.278, 3.538, 3.042, 2.948, 3.066, 3.019, 3.467, 3.538, 3.278, 3.160, 3.443, 3.821, 3.278, 4.811, 5.755, 6.533, 5.566, 5.448, 5.708
10-07-2022, 4.599, 4.646, 4.835, 3.844, 3.774, 3.726, 3.774, 3.892, 4.222, 5.212, 6.675, 4.953, 5.236, 5.024, 4.906, 7.123, 5.236, 5.495, 7.335,11.958, 6.226, 4.292, 3.821, 3.373
11-07-2022, 3.325, 3.325, 3.373, 3.420, 3.726, 4.057, 4.505, 4.835, 4.882, 5.047, 5.283, 4.811, 4.623, 5.118, 5.259, 5.377, 5.495, 6.061, 9.906, 5.142, 5.118, 4.292, 3.868, 4.057
12-07-2022, 4.811, 4.741, 4.575, 4.151, 4.009, 4.623, 5.259, 5.566, 5.708, 4.976, 5.094, 5.542, 6.368, 5.354, 5.189, 5.142, 4.953, 5.071, 7.712, 6.698, 8.019, 8.561, 4.906, 3.538
13-07-2022, 3.632, 3.632, 3.750, 3.868, 3.373, 4.222, 4.363, 5.212, 4.882, 4.788, 5.943, 5.873, 5.826, 5.896, 6.179, 5.731, 6.486, 7.264, 7.712, 9.741, 9.576, 8.467, 8.750, 8.491
14-07-2022, 7.759, 7.594, 7.476, 7.642, 5.802, 5.024, 4.764, 4.929, 5.000, 4.009, 3.491, 4.340, 4.458, 4.623, 5.542, 6.109, 6.958, 7.123, 6.792, 5.425, 6.368, 5.684, 3.844, 3.491
15-07-2022, 3.561, 3.137, 3.255, 3.467, 3.585, 3.726, 3.703, 3.514, 3.797, 3.396, 3.609, 3.986, 4.976, 4.198, 4.410, 4.458, 5.094, 4.693, 4.410, 4.670, 4.505, 4.245, 5.330, 4.599
16-07-2022, 3.986, 3.231, 3.066, 3.090, 3.514, 3.703, 4.033, 4.528, 4.693, 4.693, 4.882, 4.882, 4.670, 4.646, 4.552, 4.387, 5.637, 5.731, 6.604, 8.750, 5.401, 4.410, 3.726, 3.443
17-07-2022, 2.830, 3.113, 2.854, 3.066, 3.491, 3.349, 4.057, 4.434, 4.505, 3.962, 4.575, 4.976, 5.259, 5.542, 8.939, 6.675, 6.533, 6.344, 7.429,14.693,14.882, 9.245, 8.208, 8.939
18-07-2022, 9.009, 9.505,10.943,10.543,10.448,18.679, 8.774, 8.184, 7.948, 6.863, 6.651, 6.604, 6.816, 5.991, 5.613, 6.368, 7.736, 7.005, 7.076, 6.203, 6.156, 7.241, 7.594, 9.104
19-07-2022,11.179,10.495, 9.033, 8.892, 9.198,10.118,10.755,11.156, 9.764,11.132,11.698,13.302,13.561,12.877,13.326,13.868,13.066,11.910,14.764,27.783,23.373,29.859,38.184,28.703
20-07-2022,24.245,20.566,19.104,21.981,22.335,22.193,20.731,17.382,17.359,18.160,15.849,14.693,14.363,14.009,13.066,13.514,15.212,15.778,13.844,13.043,10.873, 7.618, 7.052, 5.896
21-07-2022, 6.203, 5.943, 6.203, 5.425, 5.024, 5.802, 6.486, 7.712, 8.066, 9.057,10.071,11.509,13.467,11.344, 9.269, 7.123, 7.311, 6.887, 8.514, 9.835, 7.925, 5.920, 5.094, 4.929
22-07-2022, 3.986, 3.986, 4.057, 4.222, 4.057, 4.363, 5.000, 4.646, 5.425, 5.519, 5.448, 6.439, 5.826, 5.094, 5.566, 7.193, 7.783, 5.755, 4.599, 4.528, 5.118, 4.340, 4.410, 4.363
23-07-2022, 4.811, 4.835, 5.212, 5.330, 5.896, 6.439, 6.816, 7.571, 7.359, 6.392, 5.590, 4.646, 4.458, 4.198, 4.906, 5.849, 5.354, 4.764, 4.788, 5.660, 7.241, 4.552, 3.892, 4.033
24-07-2022, 4.198, 4.292, 4.599, 4.363, 4.269, 4.033, 4.410, 4.316, 4.623, 4.953, 8.844, 6.274, 7.712, 7.005, 6.085, 5.425, 4.788, 4.835, 5.354, 5.755, 8.208, 4.623, 6.156, 5.590
25-07-2022, 4.906, 4.316, 4.363, 5.189, 5.967, 6.415, 5.425, 4.434, 4.009, 3.137, 2.854, 3.396, 2.736, 2.901, 3.255, 3.609, 3.137, 3.325, 3.042, 3.066, 2.618, 2.382, 2.618, 2.995
26-07-2022, 3.443, 3.750, 3.467, 3.609, 3.797, 3.443, 4.033, 6.344, 6.557, 7.146, 6.816, 6.486, 8.231, 6.627, 6.297, 6.179, 6.769, 6.910, 6.580, 5.826, 5.495, 5.024, 5.071, 4.623
27-07-2022, 4.552, 4.528, 4.057, 4.575, 5.071, 5.330, 5.189, 4.363, 5.613, 3.821, 4.104, 4.646, 5.637, 5.401, 4.811, 4.363, 4.599, 4.363, 3.892, 4.104, 3.538, 3.113, 3.042, 2.901
28-07-2022, 2.925, 3.420, 3.561, 3.726, 3.726, 4.292, 5.354, 5.660,      ,      , 6.156, 7.547, 7.594, 6.840, 6.297, 5.684, 5.165, 4.717, 4.764, 5.047, 4.599, 4.976, 4.575, 4.528
29-07-2022, 4.505, 4.222, 3.962, 3.821, 4.057, 4.764, 5.495, 5.943, 5.283, 4.528, 4.906, 5.283, 6.061, 5.802, 6.109, 5.896, 5.637, 6.698, 8.278, 7.547, 7.500, 7.099, 6.792, 7.594
30-07-2022, 7.594, 8.019,10.236,13.255,15.590,13.491,11.156, 9.175, 6.344, 5.071, 5.826, 5.755, 4.906, 4.363, 4.788, 4.151, 3.726, 4.363, 6.085, 5.991, 5.024, 4.835, 4.623, 3.656
31-07-2022, 3.420, 2.665, 3.208, 3.585, 3.679, 3.609, 3.632, 3.467, 3.113, 3.137, 3.278, 2.665, 2.099, 1.840, 2.028, 2.241, 2.854, 2.736, 2.712, 5.354, 5.519, 4.269, 3.231, 2.712
01-08-2022, 2.335, 2.571, 2.524, 2.382, 2.547, 4.410, 3.962, 4.693, 4.646, 4.741, 4.976, 5.283, 4.458, 4.245, 4.575, 4.410, 4.741, 5.849, 7.052, 8.915, 7.311, 5.330, 4.340, 4.151
02-08-2022, 3.774, 3.467, 3.160, 2.807, 2.759, 3.420, 4.670, 5.024, 5.000, 4.104, 3.939, 5.094, 5.920, 5.401, 5.472, 6.109, 7.264, 7.524, 9.222,12.123,11.863,10.330, 9.599, 9.222
03-08-2022, 8.656, 8.420, 8.609, 7.028, 5.873, 5.189, 5.401, 5.755, 4.458, 4.292,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
04-08-2022,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      , 4.976, 5.236, 4.175, 4.316, 5.236, 4.175, 5.189, 3.703, 4.410, 3.561, 3.373, 3.679
05-08-2022, 3.255, 3.066, 2.901, 5.967, 4.222, 4.033, 3.726, 4.363, 4.222, 4.222, 4.009, 4.080, 3.656, 4.175, 3.750, 3.302, 2.807, 2.736, 5.495, 4.245, 4.764, 3.396, 2.854, 2.877
06-08-2022, 3.844, 5.637, 7.264, 8.962,10.094,10.495,11.557,12.854,12.901,10.896, 8.585, 7.642, 7.689, 7.146, 7.028, 6.698, 6.203, 7.028, 9.835, 8.750, 9.151, 7.925, 6.604, 8.844
07-08-2022,10.047, 9.481, 7.972,10.000,10.142, 9.057, 9.340, 9.505, 7.594, 7.429, 7.005, 6.604, 6.486, 6.344, 4.410, 3.137, 3.090, 3.160, 4.080, 6.722, 7.028, 7.830, 7.712, 5.991
08-08-2022, 5.448, 5.802, 5.943, 5.637, 7.005, 5.755, 6.226, 7.453, 8.042, 6.863, 6.462, 5.259, 4.481, 4.434, 4.575, 4.693, 8.066, 7.948, 7.076, 7.099, 5.943, 5.802, 5.731, 5.189
09-08-2022, 4.788, 4.906, 5.212, 5.118, 5.778, 7.359,10.637, 9.057, 6.439, 5.708, 6.368, 6.014, 6.462, 6.698, 6.816, 6.863, 6.651, 6.627, 7.146, 6.627, 6.085, 4.623, 4.646, 4.811
10-08-2022, 5.472, 5.142, 5.212, 6.014, 6.274, 6.840, 7.901, 8.868, 7.571, 6.321, 5.755, 5.307, 5.118, 6.415, 6.745, 5.873, 5.802, 5.849, 5.566, 6.486, 6.014, 5.708, 4.953, 4.741
11-08-2022, 4.929, 4.788, 4.693, 5.778, 7.642,14.623,13.774,14.953,13.231,10.543, 8.184, 7.759, 7.123, 8.184, 9.434, 9.717, 8.349, 7.571, 8.514,10.047, 8.302, 7.335, 7.594, 8.160
12-08-2022, 7.995, 7.453, 7.476, 7.642, 7.476, 8.514, 9.882,10.330, 9.670, 9.576,10.731,11.038, 9.717, 9.623, 9.623,10.236,10.118, 9.623, 9.505, 9.693,11.061,10.000,10.236, 9.528
13-08-2022,10.118, 9.363,12.123,10.826,10.354,10.189,10.377,11.533,10.967,10.943, 9.764,10.495,10.873,10.613, 9.576, 9.458, 8.656, 8.774, 9.057, 7.524, 8.066, 8.962, 9.222,10.613
14-08-2022,12.382,11.038,12.217,12.783,11.415,12.146,14.410,11.226,10.566,10.212, 9.811, 8.491, 9.528, 8.373, 7.618, 7.524, 8.208, 9.410,10.967,11.085,18.066,13.844, 9.222, 7.571
15-08-2022, 7.264, 7.807, 7.594, 7.759, 7.476, 8.467,11.604,14.599,14.293,12.146,11.910,12.948,11.557,11.509,15.094,13.396,15.260,13.137,19.481,16.109,12.736,12.712,13.396,14.222
16-08-2022,13.184,14.976,18.679,19.528,20.260,21.132,20.943,21.439,19.293,17.689,14.151,14.104,11.014, 8.703, 6.368, 9.316,10.047,11.156,13.467,14.340,15.873,13.939,13.538,19.080
17-08-2022,25.142,25.849,25.047,24.410,24.717,25.283,29.293,35.071,34.859,28.255,22.571,18.538,15.236,16.934,11.439,10.755, 8.491, 9.670,10.991,12.288,11.958, 9.387, 9.057, 8.609
18-08-2022, 8.703, 8.113, 8.231, 7.571, 7.972, 8.986,10.425,11.745,12.547,12.099,10.448, 9.741,11.014,10.613, 9.906,11.910, 8.939, 7.264, 6.769, 7.759, 6.887, 6.203, 4.080, 2.901
19-08-2022, 2.712, 2.854, 3.255, 2.783, 2.146, 1.415, 1.297, 1.745, 2.689, 3.561, 4.764, 5.802, 5.943, 5.967, 5.590, 5.802, 6.085, 6.533, 7.028, 6.934, 7.359, 4.811, 4.505, 4.198
20-08-2022, 4.033, 4.222, 4.929, 4.175, 4.057, 4.387, 4.788, 5.189, 5.519, 4.741, 4.458, 4.434, 4.363, 3.726, 4.104, 4.316, 5.401, 6.344, 6.698, 7.123, 7.311, 7.170, 6.887, 6.250
21-08-2022, 5.755, 5.778, 5.943, 5.873, 5.943, 6.061, 6.226, 6.344, 6.698, 6.627, 6.580, 7.123, 7.052, 6.557, 6.368, 6.533, 6.486, 6.651, 7.807,10.330, 8.302, 7.453, 6.816, 6.769
22-08-2022, 6.675, 6.651, 6.486, 6.321, 6.250, 6.368, 6.934, 6.769, 6.981, 6.486, 5.189, 4.127, 4.458, 4.009, 4.976, 5.094, 4.575, 4.434, 4.316, 3.113, 2.241, 2.500, 2.170, 2.264
23-08-2022, 2.170, 2.547, 1.910, 2.028, 1.722, 2.877, 4.859, 4.458, 4.009, 6.156, 6.085, 4.175, 4.057, 2.948, 2.052, 2.288, 2.854, 3.750, 3.514, 3.774, 3.184, 2.429, 2.382, 2.500
24-08-2022, 2.288, 1.675, 1.604, 1.840, 2.241, 3.184, 3.585, 3.797, 3.585, 3.821, 3.255, 3.113, 3.538, 3.373, 3.278, 2.476, 3.302, 2.571, 3.113, 3.774, 4.741, 3.774, 3.491, 3.774
25-08-2022, 3.679, 3.302, 4.976, 5.967, 6.486, 9.340, 9.623, 9.104, 7.170, 3.844, 5.330, 5.684, 4.599, 4.953, 3.962, 4.410, 9.363,10.189, 9.552, 9.788, 6.627, 5.189, 5.495, 6.344
26-08-2022, 8.585, 8.962, 8.679, 8.679, 8.939, 9.057,10.590, 9.528, 9.080, 8.326, 8.255, 8.986, 9.693, 7.901, 6.675, 5.755, 5.590, 5.755, 5.519, 7.146,10.047, 8.821,10.283,10.401
27-08-2022, 7.453, 7.618, 8.019, 8.467, 8.373, 8.255, 8.750,10.259,10.071, 7.453, 6.769, 5.401, 5.118, 4.599, 4.292, 4.127, 3.726, 4.363, 4.387, 4.151, 4.363, 3.844, 4.198, 3.632
28-08-2022, 3.467, 3.349, 3.231, 3.679, 3.538, 3.703, 3.939, 4.080, 4.127, 4.528, 4.269, 4.222, 4.033, 4.410, 3.750, 3.585, 3.774, 3.892, 3.585, 3.656, 3.939, 3.491, 3.325, 3.491
29-08-2022, 3.609, 3.632, 3.609, 3.656, 3.703, 3.538, 3.585, 3.396, 3.137, 3.844, 3.797, 3.892, 4.198, 4.198, 3.821, 3.821, 3.915, 3.892, 3.797, 4.269, 5.802, 4.528, 4.670, 4.458
30-08-2022, 4.292, 4.080, 3.844, 3.679, 3.656, 4.198, 4.670, 5.330, 5.802, 5.802, 5.448, 5.778, 5.542, 5.708, 5.094, 5.189, 5.448, 5.212, 5.142, 4.575, 4.670, 3.986, 3.939, 4.057
31-08-2022, 3.868, 3.821, 3.538, 3.491, 3.514, 3.585, 4.080, 5.000, 6.344, 8.066, 8.726, 5.967, 7.311, 4.741, 3.939, 3.538, 3.656, 4.057, 4.387, 4.151, 4.175, 4.269, 4.245, 4.127
01-09-2022, 4.292, 4.481, 4.717, 4.976, 5.165, 5.354, 5.943, 5.708, 5.542, 5.967, 6.250, 6.061, 5.495, 5.708, 6.415, 7.524, 9.151, 9.151, 9.599,12.193, 9.316, 7.783, 7.076, 7.453
02-09-2022, 8.703, 9.717, 6.179, 6.038, 6.203, 6.344, 7.005, 8.585, 9.788,10.071,10.047, 8.443, 8.892,10.071,10.755,13.585,12.995,14.717,15.684,19.811,25.684,19.599,16.392,17.547
03-09-2022,19.363,22.123,26.085,21.863,23.656,25.755,29.764,26.816,19.245,12.288, 9.882, 8.962, 7.288, 6.934, 7.382, 7.500, 9.646,10.259,12.193,11.840,11.462,12.052,12.453,12.524
04-09-2022,11.981,12.476,14.151,17.830,19.057,16.510,12.925, 9.670, 5.849, 5.660, 6.156, 6.132, 6.887, 7.170, 6.958, 6.344, 5.991, 6.203, 6.557, 6.722, 5.849, 6.061, 5.354, 5.542
05-09-2022, 5.425, 3.962, 5.000, 5.377, 5.377, 5.259, 5.189, 5.660, 5.731, 5.566, 5.755, 5.849, 5.377, 5.118, 5.519, 4.835, 5.660, 6.203, 6.745, 6.179, 7.052, 7.052, 8.373, 6.604
06-09-2022, 6.769, 6.274, 6.557, 7.099, 6.533, 6.667, 7.948, 8.255, 7.288, 7.406, 5.967, 6.038, 6.297, 5.873, 3.962, 5.566, 6.061, 6.509, 5.708, 4.057, 3.373, 4.599, 4.505, 4.363
07-09-2022, 4.175, 4.434, 4.717, 4.693, 4.151, 4.976, 7.099, 8.278, 7.995, 7.429, 6.321, 6.840, 7.052, 5.967, 5.826, 6.061, 5.590, 6.745, 7.783, 8.326, 8.160, 2.736, 2.099, 2.193
08-09-2022, 2.241, 1.745, 1.156, 1.061, 2.217, 3.137, 3.844, 3.774, 3.491, 6.014, 7.901, 5.000, 4.788, 6.061, 6.297, 6.368, 5.896, 7.571, 8.726, 7.429, 7.193, 5.708, 6.179, 6.934
09-09-2022, 5.425, 4.481, 5.920, 5.991, 5.425, 5.708, 6.981, 6.934, 6.580, 8.915,11.109, 8.609, 6.910, 4.906, 5.495, 5.495, 4.363, 4.009, 4.104, 6.368, 7.995, 7.854, 6.981, 6.698
10-09-2022, 7.712, 8.137, 9.340,11.344,12.264,12.217,12.642,12.712,11.109, 7.759, 6.604, 8.278, 7.453, 5.566, 5.071, 5.425, 4.976, 6.061, 5.896, 5.448, 6.627, 8.255, 9.175,10.024
11-09-2022, 9.906,10.566,10.731,11.840,12.028,12.571,16.368,12.500,12.288,10.991, 8.137, 6.368, 6.486, 6.368, 6.580, 6.109, 5.896, 6.038, 6.486, 6.651, 7.311, 7.359, 7.311, 8.255
12-09-2022, 9.882, 9.764, 9.717, 8.113, 7.193, 6.675, 6.533, 6.392, 6.580, 6.392, 5.377, 4.623, 4.976, 4.693, 4.340, 4.198, 4.670, 5.047, 5.377, 5.566, 5.637, 6.557, 7.146, 7.618
13-09-2022, 6.321, 6.156, 5.047, 5.519, 8.326, 7.854, 5.377, 5.071, 5.637, 5.189, 6.274, 6.863, 7.359, 6.910, 6.918, 7.028, 6.344, 5.637, 5.283, 5.071, 5.660, 4.458, 4.175, 3.703
14-09-2022, 3.538, 3.939, 5.071, 5.708, 6.203, 4.575, 4.764, 4.859, 5.943,      , 3.082, 5.259, 5.401, 4.623, 4.458, 4.104, 5.024, 5.094, 6.981, 8.915, 8.892, 9.646, 9.693, 9.127
15-09-2022, 8.774,10.637,11.250,10.448, 9.151, 6.934, 6.722, 6.368, 6.533, 6.226, 7.217, 7.830, 5.283, 5.236, 5.189, 5.566, 5.684, 5.094, 4.929, 6.297, 7.005, 4.741, 4.458, 4.175
16-09-2022, 3.467, 3.042, 2.759, 2.948, 3.325, 3.750, 4.245, 4.434,      ,      ,      ,      ,      , 1.604, 2.170, 2.429, 2.052, 2.217, 2.689, 4.151, 3.774, 3.656, 3.443, 2.830
17-09-2022, 2.877, 3.113, 3.255, 3.019, 2.972, 2.642, 2.901, 3.208, 2.972, 2.429, 2.123, 2.241, 2.359, 2.689, 2.288, 2.500, 2.783, 3.585, 3.302, 4.741, 6.840, 6.580, 3.609, 3.019
18-09-2022, 2.830, 2.571, 2.429, 2.571,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
19-09-2022,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
20-09-2022,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
21-09-2022,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
22-09-2022,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
23-09-2022,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      , 6.792, 7.901, 6.651, 8.703,10.165, 9.552, 8.231, 5.755, 4.575
24-09-2022, 4.198, 4.434, 7.005, 8.019, 5.401, 4.906, 5.613, 5.802, 6.179, 5.401, 4.175, 3.632, 3.538, 3.019, 3.703, 2.925, 2.830, 3.373, 4.222, 5.118, 4.481, 4.292, 3.726, 3.939
25-09-2022, 3.892, 3.726, 3.703, 3.774, 3.656, 3.821, 4.198, 4.104, 3.915, 3.420, 2.901, 2.500, 2.382, 2.382, 2.288, 2.099, 2.028, 2.123, 3.160, 3.585, 4.458, 4.292, 3.915, 3.160
26-09-2022, 2.830, 2.783, 2.759, 2.736, 2.123, 1.958, 2.264, 2.830, 4.198, 8.679, 9.552, 6.863, 4.835, 3.750, 3.609, 4.764, 4.033, 3.255, 3.844, 4.292, 3.349, 2.524, 2.146, 2.618
27-09-2022, 2.642, 2.429, 2.476, 2.972, 3.184, 3.137, 2.995, 3.302, 4.976, 5.708, 5.377, 4.222, 2.877, 2.382, 3.325, 3.137, 3.821, 3.255, 4.882, 5.094, 4.198, 5.094, 4.292, 4.033
28-09-2022, 4.222, 4.009, 3.986, 3.962, 3.868, 3.986, 5.259, 6.344, 5.802, 4.575, 3.090, 3.726, 3.137, 2.925, 2.642, 2.524, 2.571, 2.665, 4.222, 6.274, 7.995, 6.250, 3.821, 3.679
29-09-2022, 4.151, 5.849, 6.533, 6.061, 5.873, 4.859, 5.401, 4.623, 6.226, 6.439, 5.071, 4.552, 5.637, 3.962, 3.726, 3.632, 4.741, 4.835, 7.099, 7.500, 8.184, 7.807, 6.863, 5.142
